system,parameter,value,seed,clip_idx,ga_best_fitness,critic_score,novelty_dist_aist,novelty_score,target_dist,smoothness_cm_std,upright_pct,bone_std_cm,runtime_s,collapse
System2,ddim_steps,150,1,0,,0.8901780247688293,816.8074951171875,0.8890895314130167,0.0398219752311707,1.93798828125,100.0,2.8238816261291504,5.34450075001223,0
System2,ddim_steps,150,2,0,,0.8819838762283325,1055.5753173828125,0.8811491190068473,0.04801612377166753,2.2250335216522217,100.0,5.843570709228516,11.135131957998965,0
System2,ddim_steps,150,0,1,,0.8994749784469604,1149.3074951171875,0.8986930353732475,0.0305250215530396,11.738205909729004,33.33333333333333,8.80412483215332,3.7865239590173587,0
System2,ddim_steps,150,1,1,,0.9138753414154053,817.5799560546875,0.912758925927027,0.016124658584594775,2.490614891052246,100.0,2.8387882709503174,6.909017166006379,0
System2,ddim_steps,150,2,1,,0.18949931859970093,2047.281005859375,0.18940680232968835,0.7405006814002991,5.804844379425049,100.0,12.219362258911133,13.792496374982875,1
System2,ddim_steps,150,0,2,,0.9026986360549927,1143.8980712890625,0.9019101827780659,0.027301363945007373,11.813718795776367,33.33333333333333,8.714138984680176,3.624793499999214,0
System2,ddim_steps,150,1,2,,0.9051250219345093,779.3197631835938,0.9039650807608528,0.02487497806549077,2.586980104446411,100.0,3.1940064430236816,6.8309484999626875,0
System2,ddim_steps,150,2,2,,0.8854700922966003,990.2241821289062,0.8845767826818219,0.04452990770339971,2.269886016845703,100.0,6.435903072357178,12.206915125017986,0
System2,ddim_steps,200,0,0,,0.9270113110542297,959.66064453125,0.9260463383384935,0.0029886889457703125,1.7325800657272339,100.0,5.930521011352539,8.055379749974236,0
System2,ddim_steps,200,1,0,,0.9311712384223938,704.0308837890625,0.9298504860130554,0.00117123842239375,3.3036890029907227,73.33333333333333,6.289527416229248,8.6245532920002,0
System2,ddim_steps,200,2,0,,0.906629741191864,942.5,0.9056688193676014,0.023370258808136035,2.2925052642822266,100.0,4.761117935180664,9.749948083015624,0
System2,ddim_steps,200,0,1,,0.9257839322090149,1045.9503173828125,0.9248996649072738,0.004216067790985156,7.96928596496582,41.66666666666667,8.553329467773438,13.73759274999611,0
System2,ddim_steps,200,1,1,,0.6887852549552917,608.6624755859375,0.6876554736705025,0.2412147450447083,3.1805944442749023,100.0,2.68635892868042,18.478804375045,1
System2,ddim_steps,200,2,1,,0.913629412651062,988.5933837890625,0.9127061754633266,0.016370587348938037,2.980987310409546,100.0,6.565845012664795,17.66790666698944,0
System2,ddim_steps,200,0,2,,0.9330167174339294,1287.740478515625,0.9322927417902773,0.0030167174339293945,6.95596170425415,36.666666666666664,9.066686630249023,14.588815666968003,0
System2,ddim_steps,200,1,2,,0.919791579246521,762.45703125,0.918586807345029,0.010208420753479053,2.3820254802703857,100.0,5.121695518493652,9.497109583986457,0
System2,ddim_steps,200,2,2,,0.9163874387741089,873.70166015625,0.9153397816350903,0.013612561225891162,2.486814498901367,100.0,4.984850883483887,7.75957491598092,0
System2,target_realism,0.8,0,0,,0.7707616686820984,1112.9744873046875,0.7700697662395686,0.029238331317901656,11.184653282165527,36.666666666666664,8.749818801879883,2.2075911249849014,1
System2,target_realism,0.8,1,0,,0.8518816232681274,677.8981323242188,0.8506268229045564,0.0518816232681274,2.717639923095703,100.0,4.10588264465332,8.775015500024892,1
