variant,seed,clip_idx,critic_score,fgd,bas,novelty_dist_aist,novelty_score,target_dist,smoothness_cm_std,upright_pct,bone_std_cm,diversity_proxy,runtime_s,collapse
A2,3,0,0.9039202481508260,291.91010221745800,,808.6362915039060,0.9028037959146350,0.02607975184917460,7.0909953117370600,100.0,7.34765625,,101.01531925000000,0
A2,4,0,0.9213363528251650,283.45122521318900,,809.5999755859380,0.9201997424370890,0.008663647174835250,8.37641716003418,100.0,6.557808876037600,,64.03607754100810,0
A2,0,1,0.9264239072799680,369.07058250695100,,850.276123046875,0.9253356306536200,0.003576092720031790,8.968762397766110,100.0,5.884566307067870,,78.48694770800650,0
A2,1,1,0.9130863100290300,1904.187183221760,,1312.793965657550,0.9123913104066410,0.016913689970970200,10.491719245910600,81.94444444444440,9.242265701293950,,72.34633154096080,0
A2,2,1,0.910382017493248,315.45291593840500,,853.6014607747400,0.9093167466514830,0.019617982506752100,7.518253326416020,100.0,7.812510967254640,,69.74887991597640,0
A2,3,1,0.9039202481508260,291.91010221745800,,808.6362915039060,0.9028037959146350,0.02607975184917460,7.0909953117370600,100.0,7.34765625,,101.27906716696500,0
A2,4,1,0.9213363528251650,283.45122521318900,,809.5999755859380,0.9201997424370890,0.008663647174835250,8.37641716003418,100.0,6.557808876037600,,64.68176379101350,0
A2,0,2,0.9264239072799680,369.07058250695100,,850.276123046875,0.9253356306536200,0.003576092720031790,8.968762397766110,100.0,5.884566307067870,,79.10846229101300,0
A2,1,2,0.9130863100290300,1904.187183221760,,1312.793965657550,0.9123913104066410,0.016913689970970200,10.491719245910600,81.94444444444440,9.242265701293950,,73.21957600000310,0
A2,2,2,0.910382017493248,315.45291593840500,,853.6014607747400,0.9093167466514830,0.019617982506752100,7.518253326416020,100.0,7.812510967254640,,70.14981450000780,0
A2,3,2,0.9039202481508260,291.91010221745800,,808.6362915039060,0.9028037959146350,0.02607975184917460,7.0909953117370600,100.0,7.34765625,,101.80572666600300,0
A2,4,2,0.9213363528251650,283.45122521318900,,809.5999755859380,0.9201997424370890,0.008663647174835250,8.37641716003418,100.0,6.557808876037600,,64.69845379097390,0
A3,0,0,0.1049417220056060,957.2883505810030,0.07227865873243270,785.1696980794270,0.10480823718386600,,14.45425796508790,83.33333333333330,11.086408615112300,,9.674220374959990,1
A3,1,0,0.10475881956517700,327.3636606707510,0.06493054746324260,721.6058959960940,0.10461384590782700,,11.11425495147710,100.0,5.720015525817870,,9.5054279579781,1
A3,2,0,0.06689016334712510,401.920822303073,0.06326405566180040,655.3309224446620,0.0667882480463832,,6.050858020782470,100.0,5.805179595947270,,9.530364624981300,1
A3,3,0,0.08425220660865310,407.72801698012100,0.06493054746781950,568.1227620442710,0.08410416788620590,,4.937202453613280,100.0,6.200160980224610,,9.64645845798077,1
A3,4,0,0.0890900082886219,286.0878030681480,0.10821753411242500,733.2517496744790,0.08896867387119880,,5.277347564697270,100.0,5.243030548095700,,9.578787625010590,1
A3,0,1,0.10565613210201300,932.4726239592580,0.05606618398147480,776.6128133138020,0.105520259685441,,14.092785835266100,83.79629629629630,10.881128311157200,,9.62157954100985,1
A3,1,1,0.10497415624558900,312.87557449014000,0.20006714665556200,720.915283203125,0.1048287456154390,,10.942527770996100,100.0,5.7349653244018600,,9.568210707977410,1
A3,2,1,0.06560559384524820,405.2606295587830,0.3512007075824280,653.468760172526,0.06550535133126180,,6.007902145385740,100.0,5.85923433303833,,9.583448500023220,1
A3,3,1,0.0847340077161789,392.4953351868710,0.3213732784596800,564.1162516276040,0.08458406687219830,,4.987104415893560,100.0,6.226434707641600,,9.574940874997990,1
A3,4,1,0.09099435433745380,293.11347233025800,0.2899446253675870,740.0056762695310,0.0908715558795587,,5.263289451599120,100.0,5.2290215492248500,,9.777715916978200,1
A3,0,2,0.10450170002877700,924.9069222019910,0.10076779008172400,777.1832478841150,0.10436741070770400,,14.173977851867700,83.79629629629630,10.930068969726600,,11.420120708004100,1
A3,1,2,0.10457926616072700,325.37969051006200,0.12352798842157300,718.0316569010420,0.10443382156846600,,11.05074691772460,100.0,5.709589958190920,,9.62561937503051,1
A3,2,2,0.06686806213110690,404.53986029744900,0.2698624031904410,657.5134684244790,0.06676651817591470,,6.058864116668700,100.0,5.809460639953610,,9.55966916604666,1
A3,3,2,0.08373002149164680,388.86268110604600,0.3235279313885860,570.978515625,0.08358363483689600,,4.891600608825680,100.0,6.0847368240356400,,9.581071082968270,1
A3,4,2,0.09107191301882270,275.77413996354600,0.15710521892657600,734.7597045898440,0.09094813359403130,,5.4418416023254400,100.0,5.218600273132320,,9.497535541013350,1
A4,0,0,0.9170854687690740,324.25559090228600,0.04637949485276930,864.6118570963540,0.9160260037660810,0.012914531230926600,8.017889976501470,100.0,7.260993957519530,,82.14985558402260,0
A4,1,0,0.9275785088539120,304.37991650925200,0.06493054746324260,960.3639729817710,0.9266136521139860,0.0024214911460877000,8.232132911682130,100.0,5.708130836486820,,73.44112391595260,0
A4,2,0,0.9082430154085160,864.0303343856450,0.013533556842505300,910.3657023111980,0.9072464417903680,0.02175698459148410,19.77187156677250,89.35185185185190,15.078963279724100,,54.27572016703200,0
